questao_numero,retrieval_recall,has_doc_ref,abstained,z_winner,i_star,eta,z_agent_qwen35_9b,z_agent_granite41_8b,z_agent_gemma4_e4b,confidence_raw_qwen35_9b,confidence_raw_granite41_8b,confidence_raw_gemma4_e4b,confidence_calib_qwen35_9b,confidence_calib_granite41_8b,confidence_calib_gemma4_e4b,fold_k
144,0.2,True,False,0,gemma4_e4b,0.8424193773558565,0,1,0,0.95,0.85,1.0,0.23272727272727273,0.08974358974358974,0.4251012145748988,2
145,,False,True,0,qwen35_9b,0.9330010138560324,0,0,0,0.95,0.85,0.1,0.22676579925650558,0.08450704225352113,0.0,7
146,,False,True,0,granite41_8b,0.936744290192566,0,0,0,0.3,0.95,0.5,0.0,0.19480519480519481,0.08771929824561403,2
147,0.0,True,False,0,granite41_8b,0.9334578988608282,0,0,0,0.2,0.95,0.7,0.0,0.20425531914893616,0.07407407407407407,0
148,0.125,True,True,0,gemma4_e4b,0.9445315661675435,0,0,0,0.85,0.0,0.9,0.04081632653061224,0.0,0.15178571428571427,6
149,0.0,True,False,1,gemma4_e4b,0.8507925897631781,0,0,1,0.95,0.98,1.0,0.23880597014925373,0.375,0.42016806722689076,8
150,0.0,True,False,0,gemma4_e4b,0.8350017101812792,1,0,0,0.95,0.95,1.0,0.21323529411764705,0.20353982300884957,0.44081632653061226,3
151,0.0,True,False,0,gemma4_e4b,0.8424193773558565,0,0,0,0.95,0.95,1.0,0.23272727272727273,0.19480519480519481,0.4251012145748988,2
152,0.0,True,False,0,qwen35_9b,0.9264736405147365,0,0,0,0.95,0.95,0.9,0.24621212121212122,0.2076271186440678,0.17543859649122806,9
153,0.0,True,False,0,gemma4_e4b,0.8566964955256711,0,0,0,0.95,0.95,1.0,0.22743682310469315,0.20425531914893616,0.4066390041493776,4
154,0.0,True,True,0,gemma4_e4b,1.0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,9
155,1.0,True,False,0,gemma4_e4b,0.8440629815100154,0,0,0,0.1,0.2,1.0,0.0,0.041666666666666664,0.4322033898305085,7
156,1.0,True,False,0,granite41_8b,0.9301060338298409,0,0,1,0.2,0.95,0.9,0.0,0.21030042918454936,0.16666666666666666,1
157,0.6,True,False,0,gemma4_e4b,0.832572298325723,0,0,0,0.95,0.98,1.0,0.24621212121212122,0.3712121212121212,0.45267489711934156,9
158,1.0,True,True,0,gemma4_e4b,1.0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,2
159,1.0,True,True,0,granite41_8b,0.9797054597701149,0,0,0,0.1,0.2,0.3,0.0,0.0625,0.0,2
160,0.3333333333333333,True,True,0,gemma4_e4b,1.0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,7
161,,False,True,0,granite41_8b,0.9693318729463307,0,0,0,0.0,0.92,0.1,0.0,0.09090909090909091,0.0,4
162,0.5,True,False,0,gemma4_e4b,0.8350017101812792,0,0,0,1.0,0.95,1.0,0.5316455696202531,0.20353982300884957,0.44081632653061226,3
163,0.0,True,False,0,gemma4_e4b,0.8444444444444444,0,0,0,0.95,0.92,1.0,0.21851851851851853,0.10526315789473684,0.41975308641975306,1
164,0.3333333333333333,True,False,0,granite41_8b,0.9301060338298409,0,0,0,0.95,0.95,0.9,0.21851851851851853,0.21030042918454936,0.16666666666666666,1
165,1.0,True,False,0,qwen35_9b,0.929439780783785,0,0,0,0.95,0.95,0.3,0.22743682310469315,0.20425531914893616,0.0,4
166,,False,True,0,granite41_8b,0.965015479876161,0,0,0,0.1,0.85,0.3,0.0,0.10526315789473684,0.0,1
167,1.0,True,False,0,granite41_8b,0.9301060338298409,0,0,0,0.75,0.95,0.7,0.058823529411764705,0.21030042918454936,0.09090909090909091,1
168,1.0,True,False,0,qwen35_9b,0.9266920741027574,0,0,0,0.95,0.95,0.9,0.23741007194244604,0.20425531914893616,0.15178571428571427,0
169,,False,True,0,granite41_8b,0.9708591217211907,0,0,0,0.0,0.85,0.1,0.0,0.08974358974358974,0.0,2
170,0.0,True,False,0,gemma4_e4b,0.8350017101812792,0,0,0,0.95,0.98,1.0,0.21323529411764705,0.3851851851851852,0.44081632653061226,3
171,0.125,True,False,0,gemma4_e4b,0.927185960591133,0,0,0,0.95,0.95,0.95,0.23272727272727273,0.19480519480519481,0.19642857142857142,2
172,0.0,True,False,0,granite41_8b,0.9301060338298409,1,0,0,0.95,0.95,0.3,0.21851851851851853,0.21030042918454936,0.0,1
173,0.0,True,False,0,granite41_8b,0.9285121681415929,0,0,0,0.3,0.95,0.2,0.0,0.2079646017699115,0.0,8
174,,False,False,1,qwen35_9b,0.8383251315119633,1,0,1,1.0,0.98,1.0,0.5211267605633803,0.3458646616541353,0.4066390041493776,4
175,0.0,True,False,0,gemma4_e4b,0.8444444444444444,1,0,0,0.95,0.98,1.0,0.21851851851851853,0.3230769230769231,0.41975308641975306,1
176,0.5,True,False,0,gemma4_e4b,0.8395633248117184,0,0,0,0.95,0.95,1.0,0.23741007194244604,0.20425531914893616,0.43902439024390244,6
177,0.05,True,False,0,gemma4_e4b,0.8395633248117184,0,1,0,0.95,0.95,1.0,0.23741007194244604,0.20425531914893616,0.43902439024390244,6
